121.0000	1628600	42 31 77 67 80 27 29 76 36 75 44 60 79 50 65 0 62 20 49 61 78 88 17 85 8 15 69 63 43 68 57 33 40 39 74 1 70 16 30 13 86 41 14 4 47 59 37 12 56 81 35 19 21 18 6 25 84 87 7 9 22 83 32 28 71 58 23 26 11 5 24 34 72 3 51 66 45 52 73 10 48 55 64 46 2 82 38 53 89 54 
117.0000	1861800	60 18 30 66 76 8 0 78 11 13 80 23 86 3 4 25 57 19 28 55 84 54 81 31 40 82 36 72 20 51 73 87 83 17 77 64 58 46 47 22 49 39 29 70 42 38 16 5 43 56 26 71 24 21 59 44 61 12 52 34 32 1 63 88 7 79 2 89 10 69 50 74 41 45 14 35 85 75 37 15 6 27 65 67 53 62 68 9 48 33 
101.0000	956800	66 37 87 40 44 53 75 64 49 78 59 41 36 29 74 33 5 52 6 85 21 25 82 76 73 12 8 10 24 89 18 16 57 83 58 1 79 55 9 61 7 47 81 45 70 0 56 86 3 23 22 4 65 72 34 31 2 84 30 35 14 28 27 46 68 67 54 20 19 48 26 71 13 77 69 88 42 15 43 39 63 51 11 38 50 60 62 32 17 80 
119.0000	826100	46 37 58 82 52 65 40 11 83 79 72 12 5 84 89 27 85 51 15 87 75 9 25 81 38 39 8 56 10 14 70 2 32 44 13 28 50 34 30 1 17 7 45 4 60 61 29 43 63 16 66 24 21 26 80 77 57 73 3 0 42 86 6 49 59 64 55 35 53 19 69 78 31 22 67 74 68 36 18 20 48 76 71 33 54 88 62 41 47 23 
118.0000	985900	42 52 55 57 85 28 39 16 35 83 24 33 8 21 5 15 10 40 0 66 27 80 26 89 76 45 17 65 73 36 37 6 46 3 34 75 87 1 13 18 63 79 51 59 29 44 60 47 50 62 61 12 77 48 43 67 22 68 53 54 19 9 11 71 23 82 88 58 84 41 14 69 86 25 81 4 74 20 64 2 7 70 78 31 49 32 30 56 72 38 
112.0000	753400	19 11 0 32 75 68 70 46 1 66 74 3 88 47 31 79 60 34 18 62 21 33 35 52 69 76 86 51 55 43 63 12 27 10 44 28 50 82 29 37 4 24 36 26 65 42 41 57 64 54 7 9 77 89 45 22 23 71 14 49 84 30 15 16 80 20 67 72 78 56 61 8 6 25 83 17 58 59 48 5 40 53 38 73 85 2 39 87 81 13 
101.0000	1143100	36 46 54 77 17 0 50 2 35 26 72 19 73 23 9 71 81 79 40 24 84 8 15 4 52 11 53 80 20 43 31 57 55 66 69 10 51 75 1 48 33 64 47 89 74 76 37 61 58 62 49 67 18 28 5 68 22 3 65 63 34 42 60 44 70 56 6 30 41 7 14 86 39 59 78 45 16 21 85 27 32 25 38 83 88 29 12 13 87 82 
111.0000	412600	77 52 68 74 9 80 43 14 6 70 78 54 49 46 64 12 53 57 20 83 27 63 25 10 2 34 7 88 45 65 58 18 82 76 40 71 47 22 13 35 1 44 86 8 81 0 62 17 51 67 32 30 42 85 48 38 31 72 36 41 24 5 60 11 33 21 19 15 79 28 87 3 50 69 37 55 59 4 89 29 56 39 61 66 73 84 23 26 75 16 
100.0000	311400	7 13 87 26 30 16 31 11 36 20 51 1 47 50 10 56 49 82 28 6 89 53 22 72 40 84 39 58 18 83 9 35 57 64 32 42 80 74 55 2 27 68 75 15 17 33 76 63 34 29 21 78 38 65 14 23 70 3 77 52 19 61 71 8 0 67 43 24 73 46 88 45 54 37 86 79 4 59 66 41 69 48 44 85 81 62 25 60 12 5 
98.0000	218200	34 26 11 54 30 68 53 47 55 84 69 4 58 0 27 64 56 83 46 52 1 72 13 12 88 14 48 38 73 70 66 81 28 10 8 9 15 62 71 5 3 65 2 50 61 40 29 7 21 22 79 77 17 80 87 31 43 74 86 76 44 59 37 36 63 25 89 39 45 51 57 33 20 67 6 42 24 60 35 16 78 75 82 18 85 32 41 23 49 19 
109.0000	211300	80 33 67 14 42 23 25 17 54 79 77 40 85 70 32 59 76 24 84 20 18 19 36 66 56 83 9 41 44 74 58 46 89 49 13 64 10 35 48 55 5 6 34 53 12 61 75 63 8 3 29 68 88 28 1 7 47 0 78 69 81 39 4 21 22 50 15 71 72 11 52 65 60 31 37 43 38 87 26 30 27 57 2 86 51 82 73 62 16 45 
111.0000	216400	14 66 71 57 69 88 22 21 74 33 56 77 32 55 37 85 8 35 38 27 61 62 23 79 20 30 63 50 19 39 72 49 36 81 10 52 76 54 4 46 5 25 12 29 34 86 9 84 28 1 87 18 60 24 64 7 3 0 42 6 31 75 17 11 65 89 48 67 53 83 70 41 45 58 47 13 2 59 44 78 26 51 68 16 43 73 82 80 40 15 
120.0000	215300	41 16 51 38 14 5 28 64 35 12 7 42 53 29 46 57 79 17 59 67 3 9 48 74 58 85 84 62 4 10 31 30 45 43 89 80 82 40 63 65 66 50 71 22 81 83 61 8 78 52 27 36 6 77 44 75 39 68 2 0 72 25 70 33 47 24 54 11 87 55 1 76 56 88 60 37 20 86 73 19 23 21 18 26 32 49 69 34 13 15 
109.0000	271900	75 63 56 72 0 10 14 16 13 18 82 48 88 89 32 4 62 54 73 35 1 23 69 52 29 26 15 61 12 47 11 71 25 3 77 83 44 43 19 37 81 87 78 74 84 8 21 9 28 65 42 45 6 80 2 41 86 27 46 39 5 66 58 50 76 60 38 17 59 70 31 30 36 22 67 7 64 20 53 85 40 34 79 51 49 57 55 68 33 24 
112.0000	265000	43 27 34 24 60 59 45 20 73 68 4 10 11 28 6 82 50 37 55 16 84 86 85 44 3 76 8 39 63 56 61 79 77 81 33 71 31 47 13 26 30 49 7 75 22 62 18 25 51 12 19 14 80 40 46 67 21 83 42 17 0 41 9 15 35 66 38 72 58 64 52 2 5 65 88 48 54 23 87 29 1 32 36 89 74 78 53 70 57 69 
128.0000	290300	37 5 33 23 18 22 20 78 66 82 54 11 13 56 8 50 81 36 9 70 1 16 60 65 72 44 51 48 55 7 64 19 14 75 68 45 26 32 79 2 27 39 31 40 29 57 41 77 59 17 42 0 73 67 58 53 74 6 43 30 83 61 47 3 85 88 46 15 4 25 69 12 63 21 24 71 80 52 86 10 49 28 87 89 62 76 84 35 34 38 
121.0000	201800	88 28 73 41 18 6 36 11 14 22 83 24 86 5 0 80 4 10 19 45 78 34 9 47 61 51 62 72 23 17 12 2 64 27 13 58 35 85 26 29 39 46 82 74 21 68 49 8 15 87 3 44 43 48 60 89 33 57 25 42 77 79 7 31 40 55 32 71 84 38 50 66 63 30 54 76 1 67 70 20 69 56 52 16 75 59 81 65 37 53 
