143.0000	2599700	65 61 15 42 5 63 92 64 66 82 6 44 30 21 78 34 52 80 43 31 76 46 23 33 60 8 45 98 57 58 4 79 96 47 26 84 39 93 56 50 17 3 88 94 87 9 90 97 71 49 16 72 74 12 73 13 77 11 91 68 28 36 55 99 59 51 85 2 62 27 1 37 41 38 7 32 53 22 35 19 83 48 69 67 14 95 20 89 18 29 40 24 75 0 81 86 10 54 25 70 
105.0000	1754800	65 61 16 2 64 25 19 96 14 31 50 99 9 80 21 79 11 70 91 23 63 1 58 0 38 26 29 69 42 82 68 34 8 4 94 49 24 84 27 72 7 37 51 88 55 54 53 83 73 87 92 66 52 39 32 44 20 12 43 86 47 75 56 78 85 97 6 57 41 46 76 28 95 67 98 22 35 40 36 60 10 71 48 5 81 17 93 59 62 45 77 90 89 15 74 13 3 18 33 30 
129.0000	1089900	76 81 11 53 18 19 39 50 62 4 66 24 65 0 26 73 95 13 43 70 23 89 96 74 94 44 14 42 68 57 75 64 2 51 28 55 83 91 63 99 33 40 82 31 87 27 16 90 69 45 86 20 5 17 35 41 25 12 36 21 1 88 37 10 93 30 38 80 79 59 9 48 92 22 71 29 97 8 3 49 7 52 72 67 56 60 78 85 15 32 6 98 47 61 84 34 58 46 54 77 
123.0000	1664200	87 67 57 53 18 54 6 39 23 76 43 0 52 59 45 94 58 7 4 71 20 8 13 30 22 25 12 33 28 46 90 34 80 70 10 29 78 77 89 15 82 26 61 64 21 16 35 66 42 40 49 2 36 5 14 88 24 93 44 47 41 48 3 99 55 72 97 84 65 95 68 73 17 32 79 51 56 91 98 81 37 11 62 96 38 9 60 50 19 92 83 86 1 27 74 85 75 69 31 63 
118.0000	1133900	4 23 70 25 99 42 95 77 38 35 71 73 9 43 10 12 89 21 40 68 94 75 6 58 91 0 82 98 50 84 92 24 49 39 37 3 87 76 53 7 30 28 46 69 13 62 90 17 88 16 80 1 65 47 26 60 44 51 41 5 29 59 33 34 2 48 96 52 85 74 8 67 63 57 55 81 19 79 22 31 83 32 20 64 11 14 97 61 27 66 45 56 36 72 86 54 78 15 93 18 
118.0000	670100	69 59 88 83 55 74 45 31 33 20 43 25 46 47 15 12 0 36 6 44 29 51 34 40 2 66 50 58 76 81 52 82 5 92 96 3 42 9 1 62 94 90 24 8 21 91 84 85 19 17 67 87 18 35 27 79 57 56 10 53 37 54 95 89 65 80 39 68 28 70 77 86 32 14 38 63 78 48 49 7 61 72 41 11 64 26 71 13 98 73 60 4 97 99 75 22 30 23 16 93 
108.0000	474400	1 21 57 9 86 24 14 92 37 55 7 34 23 32 38 17 76 39 78 19 75 27 46 48 83 94 67 65 31 5 20 58 81 25 4 51 33 63 84 29 53 85 90 40 99 10 77 70 68 80 26 98 44 43 28 47 3 61 89 18 82 11 93 13 15 79 16 96 88 12 0 45 41 6 2 62 54 50 64 91 87 35 66 72 59 73 8 22 95 42 60 49 71 36 52 69 56 74 30 97 
120.0000	323200	63 54 17 30 72 28 81 3 23 38 52 97 48 62 76 90 96 83 57 11 2 66 15 1 67 7 70 55 64 13 4 65 0 44 60 75 34 80 6 24 89 25 93 77 74 29 61 8 14 59 71 35 53 98 37 94 88 82 12 31 51 68 40 36 78 84 45 85 22 21 19 16 46 10 95 49 47 73 42 32 27 20 41 50 92 87 39 79 43 5 91 69 56 18 58 33 86 26 9 99 
114.0000	311900	62 76 65 97 11 7 54 73 25 4 86 35 33 38 95 84 18 24 55 3 26 9 37 63 16 19 70 59 94 29 42 48 27 72 31 49 45 15 91 68 87 41 93 81 43 64 98 69 17 0 13 79 52 61 99 50 8 22 60 30 56 12 75 53 23 89 6 39 36 20 21 1 88 92 44 34 74 51 2 67 85 90 32 40 10 14 47 71 78 57 46 58 28 82 66 96 77 5 83 80 
110.0000	238300	35 37 6 67 3 98 57 10 89 77 26 60 36 94 9 51 24 34 96 91 45 44 62 50 55 97 63 61 21 11 76 23 85 4 52 39 13 46 47 74 42 53 78 71 2 32 86 5 0 7 33 73 93 69 79 14 27 64 29 58 70 19 66 15 43 17 18 84 25 56 68 81 1 95 82 12 80 92 40 54 28 65 75 30 87 90 38 72 41 49 88 83 99 16 59 31 48 20 22 8 
