140.0000	534200	29 16 32 0 46 3 17 10 19 9 34 20 22 8 23 4 18 49 15 24 35 27 6 5 13 12 28 43 44 45 40 21 42 41 37 36 48 31 30 33 47 25 14 26 11 7 1 38 2 39 
108.0000	547900	35 3 43 20 7 29 40 23 6 8 17 41 25 49 46 0 38 44 10 28 24 37 4 11 48 1 45 39 14 9 13 12 42 36 19 47 15 26 21 27 34 16 31 30 32 22 33 18 5 2 
69.0000	433800	26 21 48 8 37 15 30 38 11 49 36 14 31 19 41 47 42 17 35 18 29 33 43 32 10 23 25 20 45 5 39 46 24 4 9 28 1 27 40 12 44 2 13 16 6 3 0 34 22 7 
79.0000	500400	39 25 40 45 5 14 18 33 28 6 16 1 17 12 27 22 3 24 13 46 8 34 10 21 48 44 31 41 9 36 38 29 26 4 20 42 19 7 37 2 15 0 43 23 32 30 49 47 35 11 
83.0000	595600	39 49 9 15 12 34 14 0 2 37 1 28 40 23 21 8 16 45 27 13 36 4 30 20 22 19 42 18 7 24 29 5 43 6 46 26 17 48 32 33 35 38 3 11 31 10 44 25 47 41 
77.0000	412400	9 6 17 23 42 33 35 10 13 7 27 34 45 31 39 15 19 24 22 8 0 14 36 37 47 3 16 12 49 38 20 44 2 1 46 5 43 48 26 29 11 28 4 32 40 41 25 30 21 18 
84.0000	353900	10 4 25 39 3 22 24 20 8 13 43 38 49 26 27 2 46 7 11 17 44 15 34 12 47 33 19 29 6 28 32 37 31 9 18 0 40 36 5 30 1 23 35 16 14 41 42 48 21 45 
100.0000	278400	34 2 5 8 16 33 44 47 21 32 18 23 37 27 36 35 13 42 6 15 22 26 41 20 38 11 45 10 19 25 31 14 30 28 40 3 48 39 46 9 17 24 49 29 7 0 1 4 12 43 
90.0000	250000	27 2 36 12 3 24 38 11 47 5 25 26 9 17 39 31 22 13 29 40 7 18 28 16 23 37 43 4 21 14 19 45 33 41 46 34 8 30 35 0 32 10 44 6 42 20 49 1 48 15 
87.0000	220100	46 48 26 12 4 11 13 45 17 49 40 3 15 42 20 18 5 9 21 0 34 27 6 24 36 8 16 38 28 22 32 33 44 30 23 25 7 47 2 41 19 35 10 29 31 1 14 43 37 39 
103.0000	191900	10 13 16 40 39 12 38 15 34 24 37 48 45 23 29 14 47 32 2 3 49 19 6 46 22 31 44 20 18 35 42 17 28 27 41 26 25 33 0 4 1 36 11 30 7 9 21 8 43 5 
85.0000	188600	3 34 36 4 13 16 25 20 15 8 45 23 33 31 19 24 14 9 7 1 35 30 21 38 2 27 11 49 42 41 12 10 18 43 47 46 32 37 0 28 29 39 48 40 6 44 26 22 17 5 
111.0000	261900	16 27 21 9 34 31 35 11 29 38 44 17 48 37 39 49 5 7 40 6 46 10 4 1 13 45 15 22 24 41 19 2 18 42 26 23 3 36 47 25 30 43 32 33 28 14 0 20 8 12 
101.0000	222400	14 1 0 20 5 28 25 2 34 8 38 12 3 36 35 45 9 30 41 40 31 39 21 32 11 42 47 24 27 46 18 49 29 13 4 33 10 44 26 17 19 43 22 23 15 16 48 37 6 7 
84.0000	264500	17 13 34 37 6 41 43 5 24 29 40 4 39 18 25 46 47 11 26 48 9 33 7 0 49 22 12 32 44 8 45 31 1 20 38 23 15 3 10 27 42 19 28 16 14 35 2 36 30 21 
112.0000	242600	49 45 3 16 14 1 30 6 5 39 41 21 15 0 38 46 37 11 28 24 17 27 29 26 12 48 13 10 34 22 2 23 32 9 8 35 18 42 19 25 36 40 44 4 20 47 33 31 43 7 
80.0000	241900	36 47 30 40 38 2 22 8 4 25 5 1 41 45 7 16 26 18 19 9 0 48 49 27 6 10 23 13 20 37 42 31 43 33 15 17 11 44 21 3 29 34 46 14 32 35 12 24 28 39 
92.0000	295300	21 7 9 49 31 38 23 10 27 16 40 1 26 3 48 45 11 2 36 32 24 22 15 0 25 34 17 6 43 33 4 13 46 35 20 47 18 41 44 19 37 28 42 12 5 8 29 30 39 14 
88.0000	274100	23 29 45 33 19 8 0 16 14 47 43 15 35 27 36 11 2 4 12 22 18 42 46 48 21 24 49 31 9 30 5 39 1 13 25 34 44 20 7 40 10 32 17 38 26 6 28 3 37 41 
85.0000	147700	8 49 0 17 41 18 25 11 40 38 48 3 23 6 44 20 35 45 30 12 9 19 27 22 43 26 7 42 36 13 34 32 2 4 15 39 21 29 14 5 1 10 24 16 46 37 28 33 47 31 
